"Product_ID","Product_Name","Product_Description","Weight","Price"
"PR00094","Retro Smart Glasses","Ergonomic",11.82,366.28
"PR00095","Wireless Headphones","Ergonomic",17.63,72.34
"PR00096","HD Smart Glasses","Ergonomic",15.83,395.45
"PR00097","Magnetic Printer","Versatile use",8.9,262.28
"PR00098","Portable Earbuds","Eco-friendly",5.65,892.21
"PR00099","SE External Hard Drive","High quality",15.13,787.74
"PR00100","Slim Smartwatch","Energy efficient",5.41,475.13
"PR00101","Heavy-Duty Recorder","Eco-friendly",0.83,379.93
"PR00102","High-Speed Smartwatch","Innovative technology",12.13,943.39
"PR00103","High-Speed Tablet","Durable",14.08,64.56
"PR00104","Advanced Gaming Chair","Versatile use",7.29,974.26
"PR00105","Noise-Cancelling Mouse","Durable",17.89,520.04
"PR00106","HD VR Headset","User-friendly",15.63,442.9
"PR00107","Sleek Drone","Ergonomic",18.25,584.5
"PR00108","Sleek Nintendo","Versatile use",5.5,111.46
"PR00109","Smart Printer","High quality",8.58,437.4
"PR00110","Ultra Fitness Tracker","Versatile use",17.4,612.65
"PR00111","Waterproof Router","Innovative technology",3.59,418.64
"PR00112","Foldable Power Bank","Durable",3.44,393.28
"PR00113","Solar Laptop","Sleek and modern",17.8,870.49
"PR00114","Noise-Cancelling Laptop","High quality",16.83,770.05
"PR00115","Budget Fitness Tracker","High quality",14.91,299.12
"PR00116","Foldable Tablet","Innovative technology",17.67,855.69
"PR00117","SE Printer","High quality",4.43,612.83
"PR00118","Retro Laptop","Sleek and modern",17.98,821.56
"PR00119","Wireless Smart Glasses","Versatile use",9.97,791.2
"PR00120","Smart Earbuds","Ergonomic",2.18,988.19
"PR00121","Sleek Gaming Chair","Ergonomic",0.62,681.79
"PR00122","Slim Drone","Compact design",10.39,789.57
"PR00123","Mini Laptop","Innovative technology",5.2,575.06
"PR00124","High-Speed Gaming Chair","Innovative technology",0.98,560.07
"PR00125","HD VR Headset","Energy efficient",3.51,948.73
"PR00126","Ultra Smartphone","Sleek and modern",5.11,620.43
"PR00127","Noise-Cancelling Smart Glasses","Energy efficient",1.23,691.55
"PR00128","Advanced Laptop","Compact design",18.4,190.48
"PR00129","AI-Powered Gaming Chair","Eco-friendly",10.34,865.5
"PR00130","Portable Printer","Innovative technology",4.32,671.91
"PR00131","Sleek Monitor","Eco-friendly",6.62,429.36
"PR00132","Retro eReader","User-friendly",3.03,995.58
"PR00133","Heavy-Duty VR Headset","High quality",4.79,364.04
"PR00134","SD Gaming Chair","Durable",17.43,316.55
"PR00135","Gaming Tablet","Eco-friendly",3.02,412.45
"PR00136","Touch Drone","Versatile use",7.51,795.05
"PR00137","Slim Headphones","Sleek and modern",18.26,400.5
"PR00138","Dual-Screen Console","Energy efficient",9.11,296.75
"PR00139","Heavy-Duty Router","Ergonomic",18.56,24.06
"PR00140","Magnetic Mouse","User-friendly",2.84,468.25
"PR00141","Gaming Router","Innovative technology",3.71,41.14
"PR00142","High-Resolution Fitness Tracker","Compact design",6.96,357.52
"PR00143","Magnetic VR Headset","Compact design",15.12,727.13
"PR00144","Smart Headphones","Compact design",9.63,471.99
"PR00145","Smart Fitness Tracker","Compact design",11.73,427.74
"PR00146","Ergonomic Fitness Tracker","Sleek and modern",1.68,923.52
"PR00147","Ergonomic Mouse","Durable",14.79,943.21
"PR00148","Budget Earbuds","High quality",8.15,587.29
"PR00149","High-Performance Mouse","Innovative technology",5.01,826.37
"PR00150","Pro Smartwatch","Versatile use",7.63,920.87
"PR00151","Solar External Hard Drive","Compact design",1.29,745.75
"PR00152","Waterproof Earbuds","Durable",7.11,421.56
"PR00153","Touch Keyboard","User-friendly",2.67,31.42
"PR00154","SD Headphones","High quality",13.71,709.06
"PR00155","Ultra-Light Smart Speaker","Energy efficient",5.28,914.89
"PR00156","Ergonomic eReader","Innovative technology",19.1,757.83
"PR00157","Ultra Router","Eco-friendly",11.23,980.27
"PR00158","Eco Keyboard","High quality",9.44,274.21
"PR00159","Foldable Smart Glasses","Sleek and modern",14.82,665.47
"PR00160","Premium Monitor","User-friendly",19.56,964.86
"PR00161","Noise-Cancelling Laptop","Energy efficient",3.46,107.01
"PR00162","Budget Mouse","Ergonomic",10.32,518.19
"PR00163","Slim Printer","Sleek and modern",4.62,868.72
"PR00164","Wireless External Hard Drive","Eco-friendly",13.71,992.3
"PR00165","Smart VR Headset","Ergonomic",3.64,449.48
"PR00166","Solar Earbuds","High quality",6.6,901.5
"PR00167","Smart Tablet","Eco-friendly",7.72,126.25
"PR00168","Rugged Smartphone","Energy efficient",1.67,84.8
"PR00169","Foldable Printer","Innovative technology",14.96,981.77
"PR00170","HD Printer","Innovative technology",3.12,973.25
"PR00171","Mini Smartphone","Versatile use",5,178.45
"PR00172","Dual-Screen Action Cam","Eco-friendly",6.41,623.08
"PR00173","Eco Console","Energy efficient",17.18,978.82
"PR00174","Rugged eReader","Sleek and modern",7.13,465.55
"PR00175","Smart Earbuds","High quality",7.61,662.98
"PR00176","Mini Tablet","User-friendly",17.4,85.13
"PR00177","Mini Laptop","Energy efficient",10.51,939.63
"PR00178","High-Resolution Smart Glasses","Versatile use",17.27,870.87
"PR00179","Multi-Function Router","Sleek and modern",15.22,818.64
"PR00180","High-Performance Monitor","Sleek and modern",13.23,501.72
"PR00181","Heavy-Duty Fitness Tracker","Durable",7.21,454.63
"PR00182","Touch Mouse","Innovative technology",1.58,510.75
"PR00183","Eco Smartwatch","Versatile use",8.86,932.35
"PR00184","Rugged Drone","Versatile use",15.67,612.77
"PR00185","Ergonomic Keyboard","Innovative technology",8.62,122.78
"PR00186","Ergonomic External Hard Drive","Energy efficient",16.75,49.88
"PR00187","High-Speed Headphones","High quality",12.53,958.4
"PR00188","Eco External Hard Drive","User-friendly",12.08,316.06
"PR00189","Mini Tablet","High quality",17.99,706.97
"PR00190","Mini Console","High quality",3.97,865.32
"PR00191","SD Smart Speaker","Durable",15.07,519.55
"PR00192","HD Camera","User-friendly",15.75,687.06
"PR00193","Foldable Keyboard","Durable",6.27,716.4
"PR00194","HD Power Bank","Durable",4.88,160.66
"PR00195","Ergonomic Recorder","Versatile use",4.45,972.46
"PR00196","Pro Fitness Tracker","Sleek and modern",6.5,793.92
"PR00197","High-Performance Printer","High quality",5.71,527.01
"PR00198","Ergonomic Laptop","Durable",16.39,544.58
"PR00199","High-Resolution eReader","User-friendly",8.02,615.87
"PR00200","High-Performance Smart Glasses","Versatile use",12.61,788.38
"PR00201","Premium Keyboard","Versatile use",9.8,372.57
"PR00202","Advanced External Hard Drive","Eco-friendly",18.89,81.97
"PR00203","SE Tablet","Sleek and modern",18.41,658.63
"PR00204","High-Resolution Keyboard","Versatile use",15.2,707.01
"PR00205","HD Recorder","Sleek and modern",9.35,656.44
"PR00206","Heavy-Duty Desk Lamp","Durable",19.7,875.2
"PR00207","SE Smart Glasses","High quality",7.5,203.41
"PR00208","Ultra Desk Lamp","Innovative technology",0.83,338.45
"PR00209","Gaming Camera","Energy efficient",4.62,236.86
"PR00210","AI-Powered Router","High quality",2.24,249.46
"PR00211","Gaming eReader","Versatile use",12.49,872.62
"PR00212","Heavy-Duty Smartphone","Sleek and modern",15.37,924.88
"PR00213","Smart Desk Lamp","Ergonomic",6.75,201.33
"PR00214","Wireless Monitor","High quality",11.53,184.73
"PR00215","Eco Tablet","Sleek and modern",6.16,860.3
"PR00216","Rugged Headphones","Innovative technology",1.97,875.76
"PR00217","HD Gaming Chair","Versatile use",2.63,986.19
"PR00218","HD Desk Lamp","Innovative technology",15.39,717.59
"PR00219","Premium Laptop","Durable",10.23,589.51
"PR00220","Eco Drone","Ergonomic",5.68,276.51
"PR00221","High-Resolution Nintendo","Compact design",9.68,435.44
"PR00222","Waterproof Monitor","Compact design",11.54,710.86
"PR00223","Solar Action Cam","Energy efficient",9.77,676.71
"PR00224","Ultra Recorder","Versatile use",9.61,505.06
"PR00225","Ergonomic Smart Speaker","Compact design",9.76,77.67
"PR00226","Ultra Monitor","Eco-friendly",17.84,993.34
"PR00227","High-Performance Earbuds","Durable",11.8,882.72
"PR00228","Advanced Nintendo","Sleek and modern",17.05,401.37
"PR00229","Eco Smartphone","User-friendly",10.41,313.87
"PR00230","Noise-Cancelling Tablet","Ergonomic",7.8,154.75
"PR00231","AI-Powered Earbuds","Compact design",7.64,793.69
"PR00232","Mini Camera","User-friendly",16.09,589.7
"PR00233","Solar Monitor","Compact design",8.7,831.49
"PR00234","Heavy-Duty Fitness Tracker","Innovative technology",13.62,156.64
"PR00235","Pro Nintendo","High quality",5.08,181.92
"PR00236","Ultra Camera","User-friendly",3.36,187.52
"PR00237","Ultra Fitness Tracker","High quality",3.27,734.35
"PR00238","High-Resolution Recorder","Ergonomic",2.39,694.36
"PR00239","High-Speed Earbuds","Sleek and modern",10.42,322.32
"PR00240","HD External Hard Drive","Durable",5.31,719.36
"PR00241","Gaming eReader","Ergonomic",14.62,90.31
"PR00242","Smart Headphones","Sleek and modern",10.47,946.9
"PR00243","Slim Mouse","Ergonomic",19.28,714.59
"PR00244","Ultra Monitor","High quality",6.24,397.96
"PR00245","Retro Smart Speaker","Innovative technology",10.9,234.63
"PR00246","Foldable Console","Eco-friendly",15.2,674.29
"PR00247","Wireless Smartphone","Durable",18.56,483.6
"PR00248","Pro Console","Versatile use",13.59,262.92
"PR00249","Advanced Gaming Chair","Durable",6.77,598.46
"PR00250","Solar Smartphone","Innovative technology",3.07,537.02
"PR00251","Mini Gaming Chair","Compact design",19.84,962.78
"PR00252","Budget Nintendo","Eco-friendly",6.3,43.26
"PR00253","Noise-Cancelling Printer","Sleek and modern",4.04,477.18
"PR00254","Dual-Screen Smartwatch","High quality",11.32,53.6
"PR00255","High-Speed External Hard Drive","Energy efficient",13.36,992.72
"PR00256","AI-Powered Nintendo","Energy efficient",12.79,727.71
"PR00257","Multi-Function Mouse","Ergonomic",8.76,778.66
"PR00258","Ultra-Light External Hard Drive","Ergonomic",6.71,456.97
"PR00259","Ultra Mouse","Durable",0.79,380.12
"PR00260","Foldable Action Cam","Versatile use",1.27,22.52
"PR00261","Gaming Keyboard","User-friendly",3.76,70.13
"PR00262","Mini Camera","Versatile use",13.67,31.04
"PR00263","Wireless eReader","Versatile use",15.78,46.43
"PR00264","Rugged Smart Glasses","Compact design",4.76,695.33
"PR00265","High-Speed Desk Lamp","High quality",11.75,647.1
"PR00266","Rugged Console","Compact design",3.52,721.67
"PR00267","Magnetic Camera","Eco-friendly",7.88,142.68
"PR00268","Budget Camera","Ergonomic",19.24,694.4
"PR00269","Wireless Router","User-friendly",17.83,721.23
"PR00270","AI-Powered Recorder","Sleek and modern",9.66,727.2
"PR00271","Eco Laptop","Sleek and modern",0.99,58.03
"PR00272","Rugged Fitness Tracker","High quality",11.99,755.62
"PR00273","Budget Console","Energy efficient",14.97,566.14
"PR00274","Retro Laptop","Compact design",14.59,639.89
"PR00275","Multi-Function Smart Glasses","Versatile use",11.42,996.74
"PR00276","Gaming Fitness Tracker","High quality",15.56,348.88
"PR00277","High-Performance Fitness Tracker","Versatile use",16.43,62.75
"PR00278","Mini Mouse","Sleek and modern",9.97,609.28
"PR00279","AI-Powered Desk Lamp","High quality",17.68,26.93
"PR00280","Dual-Screen Keyboard","Durable",14.77,542.77
"PR00281","Portable Mouse","Versatile use",14.28,547.62
"PR00282","SE Mouse","Ergonomic",10.84,444.94
"PR00283","Solar Power Bank","Energy efficient",11.91,456.09
"PR00284","Slim Gaming Chair","Innovative technology",14.79,169.4
"PR00285","Noise-Cancelling eReader","Energy efficient",6,295.46
"PR00286","Eco Camera","Energy efficient",5.52,407.8
"PR00287","Slim Earbuds","User-friendly",3.3,68.3
"PR00288","HD Console","High quality",10.82,69.41
"PR00289","Ergonomic eReader","Eco-friendly",3.27,770.18
"PR00290","Eco Nintendo","Energy efficient",1.36,23.66
"PR00291","Multi-Function Smart Glasses","Eco-friendly",14.8,272.85
"PR00292","Premium Headphones","User-friendly",18.12,595.87
"PR00293","Touch Fitness Tracker","Energy efficient",3.59,336.52
"PR00294","Noise-Cancelling Laptop","High quality",18.14,95.78
"PR00295","Budget Keyboard","Innovative technology",7.87,662.61
"PR00296","Vintage Desk Lamp","Sleek and modern",11.94,425.85
"PR00297","Noise-Cancelling Power Bank","Versatile use",9.29,152.92
"PR00298","Waterproof Camera","Sleek and modern",19.94,859.56
"PR00299","Ergonomic Monitor","Durable",2.94,441.09
"PR00300","High-Resolution Smart Glasses","High quality",6.53,687.67
"PR00301","Foldable eReader","Durable",2.63,976.58
"PR00302","Ultra Action Cam","Innovative technology",13.71,711.8
"PR00303","Magnetic Keyboard","Durable",2.63,171.92
"PR00304","High-Performance Smartwatch","User-friendly",10.34,931.07
"PR00305","Eco Smart Glasses","Energy efficient",10.75,67.94
"PR00306","Dual-Screen Action Cam","Energy efficient",5.24,683.36
"PR00307","AI-Powered Camera","Sleek and modern",11.25,83.44
"PR00308","Wireless Nintendo","Durable",14.51,800.49
"PR00309","Sleek VR Headset","Ergonomic",13.42,251.6
"PR00310","Noise-Cancelling Laptop","High quality",11.97,683.3
"PR00311","Ergonomic Nintendo","Sleek and modern",15.35,802.35
"PR00312","Ultra-Light Smart Glasses","Sleek and modern",7.3,734.01
"PR00313","Magnetic External Hard Drive","Innovative technology",3.07,946.38
"PR00314","Touch Keyboard","Innovative technology",11.87,534.08
"PR00315","Sleek Action Cam","Durable",6.99,754.47
"PR00316","Dual-Screen eReader","Eco-friendly",16.15,209.95
"PR00317","AI-Powered Earbuds","Durable",6.6,991.56
"PR00318","Vintage Fitness Tracker","Versatile use",19.85,270.3
"PR00319","Mini Earbuds","Eco-friendly",13.76,263.57
"PR00320","High-Performance External Hard Drive","High quality",10.29,712.46
"PR00321","High-Speed Mouse","Ergonomic",10.26,376.42
"PR00322","Wireless Smartphone","Energy efficient",16.91,324.71
"PR00323","Eco Action Cam","User-friendly",14.51,271.29
"PR00324","Waterproof Mouse","Innovative technology",3.41,740.21
"PR00325","AI-Powered Console","Versatile use",3.89,427.38
"PR00326","Magnetic Nintendo","Compact design",17.86,171.45
"PR00327","High-Resolution Smart Glasses","Ergonomic",4.49,747.59
"PR00328","Slim Drone","Energy efficient",3.12,922.65
"PR00329","Noise-Cancelling Tablet","Energy efficient",5.83,84.93
"PR00330","Advanced Router","Ergonomic",17.28,341.8
"PR00331","Pro Tablet","User-friendly",8.67,641.1
"PR00332","Wireless Power Bank","User-friendly",13.27,378.21
"PR00333","Multi-Function VR Headset","High quality",9.98,936.43
"PR00334","Multi-Function Headphones","Compact design",17.69,171.82
"PR00335","Budget Action Cam","Eco-friendly",17.02,651.95
"PR00336","SD Router","High quality",0.98,752.57
"PR00337","Ultra-Light Power Bank","Ergonomic",4.97,392.37
"PR00338","SD Drone","Versatile use",4.04,959.65
"PR00339","Premium Gaming Chair","High quality",14.37,807.72
"PR00340","High-Resolution Fitness Tracker","User-friendly",1.86,582.65
"PR00341","Rugged Printer","Durable",5.59,511.76
"PR00342","HD Smart Speaker","Sleek and modern",7.27,304.14
"PR00343","Compact Recorder","User-friendly",19.16,578.44
"PR00344","SD Nintendo","Versatile use",5.83,574.18
"PR00345","Ultra Desk Lamp","Eco-friendly",3.8,411.53
"PR00346","SE Router","Eco-friendly",18.2,917.74
"PR00347","Waterproof Camera","Versatile use",18.24,945.95
"PR00348","Gaming Drone","Versatile use",6.88,48.75
"PR00349","Lite Router","Durable",14.78,820.64
"PR00350","Solar Smart Glasses","Eco-friendly",7.56,740.94
"PR00351","Mini VR Headset","Eco-friendly",7.07,179.66
"PR00352","AI-Powered Recorder","High quality",3.96,209.1
"PR00353","Smart Smart Glasses","Compact design",17,879.2
"PR00354","Mini Headphones","User-friendly",15.66,13.85
"PR00355","Smart Nintendo","Versatile use",4.47,124.96
"PR00356","Sleek Recorder","Ergonomic",15.52,726.12
"PR00357","Vintage Smartphone","Compact design",9.61,373.93
"PR00358","Magnetic External Hard Drive","Compact design",11.75,760.24
"PR00359","Wireless Recorder","Ergonomic",1.03,959.89
"PR00360","Foldable Camera","Versatile use",0.95,513.08
"PR00361","Dual-Screen Desk Lamp","Versatile use",18.51,919.51
"PR00362","Ultra External Hard Drive","Innovative technology",1.4,742.3
"PR00363","Ergonomic Power Bank","Energy efficient",5.53,607.34
"PR00364","Retro Tablet","Ergonomic",17.21,623.84
"PR00365","Mini Router","High quality",17.57,435.14
"PR00366","Noise-Cancelling Gaming Chair","High quality",19.85,569.66
"PR00367","High-Resolution Printer","Versatile use",3.61,302.61
"PR00368","Sleek Headphones","Eco-friendly",15.3,563.86
"PR00369","Rugged Smart Glasses","Innovative technology",17.08,494.47
"PR00370","HD Desk Lamp","Compact design",13.2,986.28
"PR00371","Wireless Monitor","Compact design",11.44,895.07
"PR00372","Ultra-Light Earbuds","Innovative technology",1.06,855.27
"PR00373","Solar Monitor","Sleek and modern",12.06,938.39
"PR00374","Wireless Fitness Tracker","User-friendly",10.8,204.68
"PR00375","Magnetic Camera","User-friendly",19.8,743.02
"PR00376","Heavy-Duty Drone","Energy efficient",19.2,25.43
"PR00377","Magnetic External Hard Drive","Sleek and modern",12.99,148.3
"PR00378","Wireless Gaming Chair","User-friendly",7.96,780.61
"PR00379","Ultra Drone","User-friendly",18.72,591.26
"PR00380","Ultra-Light Printer","Energy efficient",19.15,57.85
"PR00381","High-Speed Recorder","Ergonomic",3.2,78.24
"PR00382","Lite Power Bank","High quality",2.89,662.26
"PR00383","Noise-Cancelling Smart Speaker","Eco-friendly",13.68,734.76
"PR00384","Rugged Earbuds","Compact design",3.27,187.63
"PR00385","Waterproof Power Bank","Eco-friendly",13.9,226.71
"PR00386","Pro Router","Sleek and modern",3.11,39.97
"PR00387","Wireless Power Bank","Sleek and modern",6.24,22.89
"PR00388","Lite Desk Lamp","User-friendly",19.5,744.49
"PR00389","Ultra Power Bank","Innovative technology",4.79,243.69
"PR00390","Mini Smart Speaker","Innovative technology",19.45,257.53
"PR00391","Slim Router","Eco-friendly",16.22,460.12
"PR00392","Retro eReader","Ergonomic",15.9,79.97
"PR00393","Rugged Router","Ergonomic",2.63,151.92
"PR00394","Multi-Function Smart Speaker","User-friendly",10.82,880.65
"PR00395","Rugged Printer","High quality",15.32,834.96
"PR00396","Dual-Screen Tablet","Energy efficient",5.54,332.77
"PR00397","Rugged Smart Glasses","High quality",9.04,518.67
"PR00398","SE Smart Glasses","Sleek and modern",15.79,841.32
"PR00399","AI-Powered Recorder","Ergonomic",8.56,896.66
"PR00400","Foldable Action Cam","Innovative technology",19.01,735.16
"PR00401","HD Tablet","Energy efficient",19.29,775.4
"PR00402","AI-Powered Printer","Eco-friendly",17.62,359.82
"PR00403","Wireless Nintendo","High quality",4.95,530.02
"PR00404","Multi-Function External Hard Drive","Ergonomic",1.18,43.57
"PR00405","Magnetic Router","Durable",12.8,52.73
"PR00406","Multi-Function Desk Lamp","Eco-friendly",5.66,575.08
"PR00407","HD Smartphone","Innovative technology",2.99,428.19
"PR00408","Gaming Drone","High quality",3.4,214.94
"PR00409","Touch Console","Energy efficient",16.28,267.33
"PR00410","Multi-Function Recorder","User-friendly",15.15,698.96
"PR00411","Slim Console","Energy efficient",4.59,843.95
"PR00412","Advanced Drone","Innovative technology",10.18,99.84
"PR00413","Sleek Smart Glasses","User-friendly",16.94,257.76
"PR00414","Portable Printer","Eco-friendly",11.64,476.47
"PR00415","Magnetic Fitness Tracker","Energy efficient",2.7,723.14
"PR00416","Portable Gaming Chair","Eco-friendly",16.12,517.31
"PR00417","HD Console","Ergonomic",0.52,970.31
"PR00418","Vintage Smart Speaker","High quality",14.51,726.72
"PR00419","Ergonomic Tablet","Durable",18.03,790.23
"PR00420","Magnetic Earbuds","Energy efficient",14.35,995.63
"PR00421","Eco Action Cam","User-friendly",13.23,680.9
"PR00422","Budget Desk Lamp","Versatile use",12.32,381.26
"PR00423","SE Drone","Compact design",13.92,256.77
"PR00424","Rugged Drone","High quality",2.14,667.27
"PR00425","Mini Smart Speaker","User-friendly",13.36,561.62
"PR00426","Ergonomic Smart Glasses","High quality",12.95,403.53
"PR00427","Waterproof Monitor","Ergonomic",4.46,130.55
"PR00428","SE Printer","Ergonomic",14.52,711.39
"PR00429","Pro Gaming Chair","Eco-friendly",5.74,82.17
"PR00430","Budget Smart Speaker","High quality",9.47,933.65
"PR00431","Retro Smartphone","High quality",5.62,808.91
"PR00432","Magnetic Printer","Eco-friendly",16,806.3
"PR00433","Eco Tablet","High quality",17.03,623.31
"PR00434","Heavy-Duty Camera","Energy efficient",16.59,783.24
"PR00435","Portable Earbuds","Energy efficient",9.47,156.33
"PR00436","Waterproof Laptop","Sleek and modern",5.59,334.92
"PR00437","Multi-Function Console","Innovative technology",10.15,606.64
"PR00438","Ultra Fitness Tracker","Innovative technology",6.37,97.42
"PR00439","Waterproof External Hard Drive","Sleek and modern",18.54,170.32
"PR00440","Vintage Fitness Tracker","Ergonomic",13.65,827.68
"PR00441","Retro Console","User-friendly",16.51,101.14
"PR00442","HD VR Headset","Eco-friendly",15.98,172.17
"PR00443","HD Router","Sleek and modern",16.9,83.5
"PR00444","Mini Tablet","Energy efficient",15.91,960.82
"PR00445","Ultra Recorder","Durable",13.03,219.27
"PR00446","Noise-Cancelling Mouse","Durable",2.22,682.35
"PR00447","Pro Keyboard","Energy efficient",9.11,769.75
"PR00448","SD Power Bank","Innovative technology",13.88,810.78
"PR00449","Noise-Cancelling Earbuds","High quality",10.07,471.29
"PR00450","HD Headphones","Ergonomic",5.83,700.3
"PR00451","Smart Printer","User-friendly",4.42,945.06
"PR00452","Ultra Laptop","Energy efficient",8.42,153.03
"PR00453","High-Performance Monitor","Durable",9.65,542
"PR00454","Wireless External Hard Drive","Versatile use",12.8,326.57
"PR00455","Touch Smart Glasses","Ergonomic",4.21,392.96
"PR00456","Budget Printer","Compact design",17.08,713.56
"PR00457","Noise-Cancelling Laptop","Energy efficient",16.74,459.75
"PR00458","Retro Smart Glasses","Eco-friendly",10.16,572.21
"PR00459","Ergonomic Laptop","Durable",0.76,703.29
"PR00460","Sleek Console","Ergonomic",8,789.3
"PR00461","Touch External Hard Drive","Eco-friendly",12.04,362.69
"PR00462","Ergonomic Tablet","User-friendly",3.66,26.59
