"Product_ID","Product_Name","Product_Description","Weight","Price"
"PR00060","Wireless Smart Glasses","Versatile use",4.57,476.54
"PR00061","Vintage Desk Lamp","Ergonomic",3.45,359.12
"PR00062","High-Performance Console","Durable",19.77,81.39
"PR00063","Foldable Gaming Chair","Eco-friendly",2.46,267.17
"PR00064","Ultra VR Headset","Durable",11.75,720.51
"PR00065","High-Speed Power Bank","High quality",19.42,37.89
"PR00066","Ergonomic Nintendo","Sleek and modern",16.62,541.85
"PR00067","SD Mouse","Compact design",10.01,419.95
"PR00068","Smart Smartwatch","Versatile use",1.47,634.44
"PR00069","SD Console","Eco-friendly",17.78,771.58
"PR00070","Sleek Smart Glasses","Versatile use",3.71,117.39
"PR00071","Solar Smartphone","Sleek and modern",11.16,822.81
"PR00072","Vintage Smart Speaker","Sleek and modern",3.9,34.27
"PR00073","Touch Nintendo","High quality",18.49,51.86
"PR00074","Magnetic Earbuds","Sleek and modern",6.62,973.48
"PR00075","SD Headphones","Sleek and modern",7.17,554.7
"PR00076","Noise-Cancelling Earbuds","High quality",3.83,927.67
"PR00077","Touch Keyboard","Innovative technology",14.06,430
"PR00078","Retro Desk Lamp","User-friendly",14.26,712.15
"PR00079","Ultra-Light Mouse","Compact design",17.5,772.01
"PR00080","AI-Powered Drone","User-friendly",15.98,971.61
"PR00081","Portable Drone","Versatile use",2.3,832.56
"PR00082","Slim Smart Speaker","Eco-friendly",4.56,909.25
"PR00083","Premium eReader","Sleek and modern",1.15,408.24
"PR00084","Advanced Headphones","Ergonomic",5.16,421.94
"PR00085","Magnetic Tablet","Durable",14.9,79.22
"PR00086","Mini Earbuds","Durable",1.7,508.13
"PR00087","Magnetic Smart Speaker","Sleek and modern",14.85,412.41
"PR00088","SD Desk Lamp","Energy efficient",4.79,526.29
"PR00089","Rugged Power Bank","Sleek and modern",4,288.49
"PR00090","Sleek Fitness Tracker","Sleek and modern",6.26,306.39
"PR00091","SD Console","Energy efficient",1.46,264.26
"PR00092","Ultra-Light Tablet","Sleek and modern",11.49,469.71
"PR00093","Noise-Cancelling Mouse","Versatile use",17.98,74.56
"PR00094","Eco Monitor","Compact design",14.33,85.23
"PR00095","Touch Action Cam","Versatile use",2.49,733.36
"PR00096","AI-Powered Fitness Tracker","Sleek and modern",12.63,852.79
"PR00097","Retro Smartwatch","Energy efficient",13.59,15.86
"PR00098","Touch Fitness Tracker","Eco-friendly",2.13,331.99
"PR00099","Portable Smartwatch","Eco-friendly",1.01,716.49
"PR00100","Waterproof External Hard Drive","Durable",18.54,855.89
"PR00101","High-Performance eReader","Eco-friendly",15.61,823.73
"PR00102","Waterproof Camera","User-friendly",11.12,656.14
"PR00103","Heavy-Duty Mouse","Innovative technology",14.35,610.7
"PR00104","Ultra Smartphone","Durable",16.92,863.41
"PR00105","Ergonomic Smart Speaker","Eco-friendly",16.57,845.9
"PR00106","Ultra-Light Smartwatch","Energy efficient",17.37,449.88
"PR00107","Ultra-Light Earbuds","Ergonomic",15.07,702.07
"PR00108","Pro Gaming Chair","Eco-friendly",14.66,271.14
"PR00109","Ultra Action Cam","Ergonomic",8.7,195.35
"PR00110","Waterproof Action Cam","User-friendly",6.1,675.74
"PR00111","SD Action Cam","Versatile use",12.73,752.23
"PR00112","Heavy-Duty Recorder","Energy efficient",18.34,804.81
"PR00113","High-Resolution Keyboard","Durable",15.7,428.99
"PR00114","Multi-Function eReader","Innovative technology",14.12,609.12
"PR00115","SE Desk Lamp","Compact design",18.03,748.45
"PR00116","Retro Smart Glasses","Compact design",12.58,280.18
"PR00117","Multi-Function Nintendo","Energy efficient",3.9,44.55
"PR00118","Pro Camera","High quality",19.09,441.09
"PR00119","Noise-Cancelling Mouse","Versatile use",1.47,567.83
"PR00120","Portable Smart Glasses","Versatile use",11.01,337.87
"PR00121","Heavy-Duty VR Headset","Energy efficient",15.68,447.37
"PR00122","Compact Smartphone","Sleek and modern",16.37,430.88
"PR00123","Foldable Desk Lamp","Versatile use",19.45,471.77
"PR00124","Budget Router","Sleek and modern",3.19,589.54
"PR00125","Portable Nintendo","Innovative technology",7.81,425.8
"PR00126","Budget Printer","Energy efficient",15.81,611.07
"PR00127","Rugged Recorder","Energy efficient",11.59,953.07
"PR00128","Pro Headphones","Energy efficient",2.18,899.72
"PR00129","High-Speed Power Bank","Durable",3.81,993.74
"PR00130","Multi-Function VR Headset","Energy efficient",1.34,674.58
"PR00131","High-Resolution Printer","High quality",2.37,663.59
"PR00132","High-Performance Tablet","User-friendly",18.84,903.38
"PR00133","Portable Nintendo","Compact design",16.14,363.14
"PR00134","Magnetic Keyboard","Eco-friendly",14.61,481.76
"PR00135","High-Speed Smart Speaker","User-friendly",16.32,918.91
"PR00136","Sleek Earbuds","High quality",11.76,924.48
"PR00137","Ultra Camera","Versatile use",4.78,150.46
"PR00138","Advanced Smart Speaker","High quality",3.55,361.85
"PR00139","Smart Mouse","Sleek and modern",16.94,927.62
"PR00140","Wireless Recorder","Ergonomic",0.75,926.17
"PR00141","Retro Fitness Tracker","Versatile use",1.48,317.68
"PR00142","Waterproof Desk Lamp","Energy efficient",13.29,867.77
"PR00143","Rugged Tablet","Durable",11.77,798.06
"PR00144","Foldable Laptop","Durable",1.39,342.56
"PR00145","Lite Nintendo","Energy efficient",8.18,287.06
"PR00146","Noise-Cancelling Headphones","Energy efficient",14.83,386.41
"PR00147","Budget eReader","Innovative technology",3.56,715.99
"PR00148","SD Router","Eco-friendly",5.38,441.9
"PR00149","Touch Desk Lamp","Innovative technology",15.74,843.8
"PR00150","Premium Tablet","Versatile use",8.73,829.91
"PR00151","Wireless Printer","High quality",17.35,264.78
"PR00152","Eco eReader","Innovative technology",11.66,394.08
"PR00153","Ergonomic Gaming Chair","Energy efficient",8.99,408.52
"PR00154","Portable External Hard Drive","Versatile use",2.16,637.32
"PR00155","High-Speed Smartphone","Compact design",0.78,436.24
"PR00156","Ultra Console","Innovative technology",18.53,55.44
"PR00157","Compact Smartphone","Energy efficient",4.23,431.69
"PR00158","AI-Powered Power Bank","User-friendly",3.49,846.12
"PR00159","Waterproof Desk Lamp","Energy efficient",7.23,223.63
"PR00160","Pro Nintendo","User-friendly",14.86,704.54
"PR00161","Slim Desk Lamp","Compact design",12.56,166.74
"PR00162","Vintage VR Headset","Sleek and modern",9.55,772.95
"PR00163","High-Resolution Headphones","High quality",18.84,574.12
"PR00164","Multi-Function Smartwatch","Innovative technology",9.58,448.7
"PR00165","Noise-Cancelling Keyboard","Compact design",11.24,755.5
"PR00166","Noise-Cancelling Tablet","Sleek and modern",12.59,485.04
"PR00167","SE Printer","Sleek and modern",11.18,101.19
"PR00168","Budget Smart Glasses","Eco-friendly",7.11,79.83
"PR00169","Dual-Screen Action Cam","Eco-friendly",6.66,565.46
"PR00170","Ergonomic Desk Lamp","Durable",19.61,123.35
"PR00171","Ultra-Light Keyboard","Compact design",10.81,852.42
"PR00172","Magnetic Router","High quality",8.83,438.12
"PR00173","SE Desk Lamp","Compact design",3.61,751.86
"PR00174","Rugged VR Headset","Eco-friendly",17.85,368
"PR00175","Slim Smartwatch","Durable",10.17,977.99
"PR00176","Portable Keyboard","High quality",14.61,579.73
"PR00177","Solar Monitor","Durable",19.56,615.89
"PR00178","Smart Router","Energy efficient",8.91,993.96
"PR00179","Premium Smart Glasses","Energy efficient",7.78,237.95
"PR00180","High-Performance Headphones","Energy efficient",9.21,47.97
"PR00181","Touch Fitness Tracker","Energy efficient",2.16,132.52
"PR00182","AI-Powered Mouse","Innovative technology",6.81,72.27
"PR00183","Ergonomic VR Headset","Innovative technology",19.35,815.42
"PR00184","Advanced Nintendo","Eco-friendly",16.64,895.21
"PR00185","Touch Printer","User-friendly",6.09,155.39
"PR00186","Retro Smartwatch","Ergonomic",13.49,111.7
"PR00187","Portable Camera","Eco-friendly",9.07,278.6
"PR00188","Premium Action Cam","High quality",13.73,319.81
"PR00189","Pro Tablet","Ergonomic",10.1,460.74
"PR00190","Ultra-Light Keyboard","Versatile use",19.16,379.15
"PR00191","SE Smartwatch","Eco-friendly",8.89,123.68
"PR00192","Premium eReader","User-friendly",18.06,145.35
"PR00193","Vintage eReader","Eco-friendly",16.99,372.2
"PR00194","Noise-Cancelling eReader","Energy efficient",1.41,562.21
"PR00195","Multi-Function Action Cam","High quality",16.67,997.32
"PR00196","Advanced Smart Glasses","High quality",6.02,340.53
"PR00197","Smart Desk Lamp","Energy efficient",8.61,736.44
"PR00198","High-Speed VR Headset","Compact design",6.64,731.64
"PR00199","Heavy-Duty Laptop","Durable",1.78,828.07
"PR00200","High-Speed Laptop","Durable",15.73,227.54
"PR00201","Touch Gaming Chair","Energy efficient",7.64,613.11
"PR00202","AI-Powered Camera","Eco-friendly",12.45,434.24
"PR00203","Dual-Screen VR Headset","Compact design",10.91,869.02
"PR00204","Smart Nintendo","High quality",19.94,949.31
"PR00205","Compact Router","High quality",9.32,305.6
"PR00206","Solar Router","Durable",4.39,958.89
"PR00207","Advanced Tablet","Innovative technology",15.28,324.41
"PR00208","High-Performance Mouse","Durable",6.57,936.68
"PR00209","Budget Recorder","Durable",7.65,764.49
"PR00210","Rugged Drone","Durable",8.47,242.74
"PR00211","Compact eReader","Sleek and modern",12,908.26
"PR00212","Eco Desk Lamp","Energy efficient",18.28,428.88
"PR00213","Slim VR Headset","High quality",19.74,47.4
"PR00214","Ergonomic External Hard Drive","Ergonomic",12.38,62.38
"PR00215","Foldable Desk Lamp","Eco-friendly",6.88,518.86
"PR00216","Foldable Console","Energy efficient",19.98,379.01
"PR00217","SD Keyboard","Ergonomic",12.1,959.53
"PR00218","Vintage Mouse","Versatile use",4.12,840.35
"PR00219","Advanced Desk Lamp","Energy efficient",18.18,517.74
"PR00220","Waterproof Monitor","Energy efficient",7.11,656.08
"PR00221","Lite Smart Speaker","Innovative technology",0.56,55.69
"PR00222","Portable Smart Glasses","Innovative technology",18.75,748.34
"PR00223","Slim Gaming Chair","Innovative technology",0.83,895.89
"PR00224","Foldable Console","Versatile use",4.62,829.61
"PR00225","SD Smartwatch","Sleek and modern",16.1,832.93
"PR00226","Heavy-Duty Nintendo","Energy efficient",9.08,290.66
"PR00227","High-Performance Earbuds","Compact design",3.2,889.77
"PR00228","Dual-Screen Tablet","Ergonomic",15.14,833.68
"PR00229","Wireless Monitor","Innovative technology",4.58,927.13
"PR00230","Touch Drone","Sleek and modern",16.89,435.43
"PR00231","Magnetic Power Bank","Innovative technology",12.18,240.97
"PR00232","Ultra Smartwatch","Versatile use",16.05,871.43
"PR00233","Sleek Gaming Chair","Energy efficient",4.67,869.98
"PR00234","Pro Tablet","Ergonomic",12.49,616.95
"PR00235","High-Resolution Console","Energy efficient",8.37,175.78
"PR00236","High-Speed Keyboard","Innovative technology",4.99,675.75
"PR00237","Eco Power Bank","Versatile use",15.69,723.14
"PR00238","Portable Action Cam","Innovative technology",1.61,173.61
"PR00239","Heavy-Duty Console","Eco-friendly",2.57,438.49
"PR00240","Portable eReader","Compact design",8.69,391.35
"PR00241","Retro Monitor","Ergonomic",5.43,981.4
"PR00242","Portable VR Headset","Eco-friendly",1.06,889
"PR00243","Premium Router","Eco-friendly",18.09,348.31
"PR00244","Vintage Smartphone","Versatile use",16.25,319.21
"PR00245","High-Speed VR Headset","Innovative technology",18.47,663.21
"PR00246","Ergonomic Nintendo","Compact design",3.54,617.31
"PR00247","Noise-Cancelling Printer","Innovative technology",17.67,417.08
"PR00248","Compact Drone","Innovative technology",6.12,84.07
"PR00249","Foldable Console","Compact design",17.55,797.14
"PR00250","Lite Smartphone","High quality",0.54,183.42
"PR00251","Smart Action Cam","User-friendly",2.48,886.17
"PR00252","Heavy-Duty Action Cam","Energy efficient",9.92,372.26
"PR00253","Touch Nintendo","High quality",14.27,30.55
"PR00254","Solar Smartphone","Innovative technology",17.04,737.99
"PR00255","Pro Nintendo","Energy efficient",17.97,781.84
"PR00256","Eco Action Cam","Innovative technology",12.55,569.14
"PR00257","Ultra-Light External Hard Drive","Eco-friendly",16.59,583.63
"PR00258","Eco VR Headset","Eco-friendly",10.63,568.9
"PR00259","Lite VR Headset","Durable",3.48,244.51
"PR00260","Mini Keyboard","Compact design",11.94,324.89
"PR00261","Portable Laptop","Versatile use",7.23,329.88
"PR00262","Mini eReader","Innovative technology",8.26,436.58
"PR00263","SE External Hard Drive","Durable",18.22,116.46
"PR00264","Rugged Camera","Eco-friendly",14.77,131.13
"PR00265","High-Speed Fitness Tracker","Energy efficient",10.72,320.56
"PR00266","High-Performance Recorder","Eco-friendly",16.25,145.14
"PR00267","High-Resolution Action Cam","Energy efficient",8.8,716.29
"PR00268","Ultra-Light Earbuds","Compact design",0.65,487.03
"PR00269","Gaming Smart Speaker","Sleek and modern",13.03,737.05
"PR00270","Pro Monitor","Ergonomic",12.87,337.51
"PR00271","Wireless Smartphone","Energy efficient",16.64,879.76
"PR00272","High-Performance Console","Sleek and modern",19.75,345.94
"PR00273","Solar Smartphone","Eco-friendly",7.5,497.52
"PR00274","Mini Monitor","Versatile use",14.44,132.19
"PR00275","Portable Fitness Tracker","Ergonomic",15.37,527.65
"PR00276","High-Speed Smart Glasses","Durable",19.95,726.87
"PR00277","High-Resolution External Hard Drive","High quality",18.22,504.02
"PR00278","SE Smart Glasses","High quality",18.04,924.71
"PR00279","High-Performance Laptop","Innovative technology",5.25,386.4
"PR00280","Premium Nintendo","Eco-friendly",11.42,731.85
"PR00281","Rugged Power Bank","Eco-friendly",15.54,609.1
"PR00282","Ultra Smartphone","Innovative technology",4.75,997.76
"PR00283","Heavy-Duty Nintendo","Energy efficient",19.52,775.17
"PR00284","Premium Action Cam","Ergonomic",18.29,374.2
"PR00285","Smart Mouse","Compact design",4.83,569.71
"PR00286","Premium Camera","Ergonomic",3.81,763.77
"PR00287","Multi-Function eReader","User-friendly",8.92,398.97
"PR00288","Rugged Smart Glasses","Sleek and modern",8.28,560.94
"PR00289","Compact Action Cam","Compact design",8.24,391.81
"PR00290","Pro Nintendo","High quality",6.19,871.61
"PR00291","Magnetic Monitor","Durable",11.92,21.91
"PR00292","Compact Fitness Tracker","Versatile use",13.05,14.93
"PR00293","Noise-Cancelling Power Bank","Sleek and modern",13.64,453.74
"PR00294","Budget Headphones","Innovative technology",4.38,379.27
"PR00295","Foldable Smart Speaker","High quality",15.36,353.25
"PR00296","Portable Monitor","Eco-friendly",8.54,946.64
"PR00297","Portable VR Headset","User-friendly",13.05,74.51
"PR00298","Retro Smart Speaker","Sleek and modern",16.84,549.79
"PR00299","Lite Power Bank","Eco-friendly",5.24,524.15
"PR00300","Rugged Console","Durable",9.41,230.75
"PR00301","Magnetic eReader","Compact design",18,87.44
"PR00302","Smart Drone","Ergonomic",13.16,663.91
"PR00303","Portable Laptop","Compact design",12.58,47.12
"PR00304","Solar VR Headset","Energy efficient",10.01,579.39
"PR00305","Ultra-Light Printer","Energy efficient",7.56,422.48
"PR00306","Advanced Earbuds","Sleek and modern",13.76,138.39
"PR00307","Retro Fitness Tracker","Compact design",11.22,591.87
"PR00308","SE Headphones","Versatile use",6.22,247.14
"PR00309","Magnetic Gaming Chair","Versatile use",3.61,488.98
"PR00310","Dual-Screen Earbuds","Ergonomic",15.5,307.58
"PR00311","Pro Gaming Chair","Eco-friendly",8.47,824.89
"PR00312","Noise-Cancelling Router","Energy efficient",18.56,309.51
"PR00313","High-Resolution VR Headset","Compact design",14.82,657.23
"PR00314","Foldable Camera","Sleek and modern",14.02,760.77
"PR00315","Retro Action Cam","Versatile use",9.01,825.94
"PR00316","Rugged eReader","Ergonomic",13.83,452.26
"PR00317","Wireless External Hard Drive","User-friendly",11.43,81.13
"PR00318","Slim Fitness Tracker","Ergonomic",1.7,803.98
"PR00319","Noise-Cancelling External Hard Drive","Versatile use",1.94,379.19
"PR00320","Budget Camera","Sleek and modern",5.97,863.96
"PR00321","Smart Keyboard","Sleek and modern",11.92,853.5
"PR00322","Touch Smart Speaker","Versatile use",5.35,93.28
"PR00323","SD Nintendo","Innovative technology",10.67,869.27
"PR00324","Slim Smartwatch","Durable",18.5,293.64
"PR00325","Smart Action Cam","Versatile use",14.19,714.93
"PR00326","Solar Gaming Chair","Compact design",2.51,181.91
"PR00327","Sleek Router","High quality",19.64,620.63
"PR00328","Multi-Function Monitor","Eco-friendly",12.12,788.69
"PR00329","Multi-Function External Hard Drive","User-friendly",6.74,115.43
"PR00330","SD Monitor","Versatile use",13.7,158.27
"PR00331","Smart Tablet","Versatile use",19.54,793.86
"PR00332","Rugged Console","User-friendly",6.02,570.17
"PR00333","HD Gaming Chair","Energy efficient",15.78,21.9
"PR00334","High-Performance Gaming Chair","Versatile use",2.87,759.64
"PR00335","Pro eReader","Versatile use",18.91,396.43
"PR00336","High-Performance External Hard Drive","Ergonomic",8.51,195.51
"PR00337","Touch Smart Glasses","Eco-friendly",5.77,851.09
"PR00338","Waterproof Monitor","High quality",8.08,591.28
"PR00339","Wireless Mouse","Versatile use",16.7,820.82
"PR00340","Mini Gaming Chair","Energy efficient",13.89,903.54
"PR00341","Noise-Cancelling Tablet","Sleek and modern",9.58,922.81
"PR00342","Multi-Function Router","Innovative technology",14.42,263.57
"PR00343","High-Speed Monitor","Energy efficient",1.47,674.53
"PR00344","Wireless eReader","Ergonomic",2.47,322.31
"PR00345","Eco eReader","Compact design",7.23,91.35
"PR00346","Eco Monitor","User-friendly",4.44,961.17
"PR00347","Vintage Earbuds","Sleek and modern",11.82,506.62
"PR00348","Sleek Keyboard","High quality",8.91,448.42
"PR00349","Sleek Mouse","Innovative technology",11.69,326.47
"PR00350","Lite Console","Durable",4.74,386.72
"PR00351","Sleek Monitor","Sleek and modern",5.51,950.93
"PR00352","Premium Tablet","Compact design",12.21,627.46
"PR00353","Magnetic Monitor","High quality",18.77,699.67
"PR00354","HD External Hard Drive","Sleek and modern",8.15,571.48
"PR00355","Gaming Tablet","Durable",15.41,872.31
"PR00356","Solar Fitness Tracker","Durable",16.55,239.58
"PR00357","HD Earbuds","Compact design",11.01,468.2
"PR00358","Heavy-Duty Console","Compact design",3.57,253.33
"PR00359","Heavy-Duty Keyboard","Compact design",10.94,71.95
"PR00360","Foldable Printer","High quality",9.25,324.58
"PR00361","High-Speed Action Cam","User-friendly",11.28,443.16
"PR00362","Eco Action Cam","Sleek and modern",18.56,170.59
"PR00363","Gaming Smart Glasses","Sleek and modern",8.73,511.93
"PR00364","High-Resolution Router","Eco-friendly",18.88,79.08
"PR00365","Slim Camera","Ergonomic",18,638.26
"PR00366","Touch External Hard Drive","User-friendly",16.24,347.16
"PR00367","Eco Action Cam","Durable",18.81,431.43
"PR00368","SD Drone","Innovative technology",4.93,815.86
"PR00369","Budget Gaming Chair","Versatile use",4.43,376.91
"PR00370","Magnetic Drone","User-friendly",3.07,617.44
"PR00371","Vintage Printer","Ergonomic",15.61,396.84
"PR00372","Wireless Smart Speaker","Durable",15.8,946.71
"PR00373","High-Speed Action Cam","Innovative technology",8.59,977.7
"PR00374","Smart VR Headset","Innovative technology",0.71,523.72
"PR00375","Wireless Headphones","High quality",6.68,653.92
"PR00376","Rugged Fitness Tracker","Compact design",2.76,693.54
"PR00377","Smart Nintendo","Durable",18.95,736.13
"PR00378","Portable Drone","Innovative technology",10.63,213.8
"PR00379","Vintage Headphones","User-friendly",3.13,589.1
"PR00380","Wireless Desk Lamp","Ergonomic",18.55,194.51
"PR00381","Noise-Cancelling Headphones","Eco-friendly",15.31,560.54
"PR00382","Dual-Screen Nintendo","Eco-friendly",10.69,29.86
"PR00383","Smart Action Cam","Energy efficient",14.4,740.51
"PR00384","Compact Nintendo","Durable",4.27,833.72
"PR00385","Eco Smartwatch","High quality",8.64,610.95
"PR00386","Slim Action Cam","Compact design",1.37,913.04
"PR00387","Foldable Camera","Eco-friendly",7.26,878.9
"PR00388","High-Speed Keyboard","Durable",5.19,392.19
"PR00389","Smart Nintendo","Energy efficient",18.92,566.42
"PR00390","Ultra-Light Smartwatch","Versatile use",12.93,252.72
"PR00391","SE Tablet","High quality",2.08,211.47
"PR00392","Wireless Mouse","Energy efficient",10.82,451.2
"PR00393","Waterproof VR Headset","Energy efficient",15.54,144.84
"PR00394","Portable Smartphone","Ergonomic",18.41,754.19
"PR00395","Sleek Smart Glasses","High quality",1.46,295.92
"PR00396","Dual-Screen Desk Lamp","Energy efficient",11.79,457.88
"PR00397","Portable Tablet","Eco-friendly",11.11,781.33
"PR00398","Touch Action Cam","User-friendly",6.61,95.08
"PR00399","Gaming Smart Glasses","Ergonomic",17.92,113.72
"PR00400","High-Speed Mouse","Eco-friendly",17.08,231.29
"PR00401","Portable Desk Lamp","User-friendly",18.16,542.96
"PR00402","Mini Drone","Versatile use",17.72,924.78
"PR00403","Waterproof Mouse","Compact design",3.53,94.59
"PR00404","Dual-Screen Desk Lamp","Innovative technology",4.11,632.9
"PR00405","Retro Earbuds","Versatile use",1.79,996.91
"PR00406","SE Recorder","Compact design",1.85,666.51
"PR00407","Magnetic Headphones","Sleek and modern",10.81,438.61
"PR00408","HD Console","Ergonomic",4.64,937.58
"PR00409","SE Camera","Energy efficient",12.75,229.81
"PR00410","Gaming Keyboard","Energy efficient",7.82,462.86
"PR00411","Ultra-Light Power Bank","High quality",9.1,914.54
"PR00412","Vintage Keyboard","Compact design",15.42,553.13
"PR00413","AI-Powered Router","Ergonomic",17.22,792.02
"PR00414","HD Printer","Sleek and modern",8.25,431.22
"PR00415","Ergonomic Action Cam","Compact design",13.49,858.08
"PR00416","Multi-Function Action Cam","Durable",8.42,486.13
"PR00417","Multi-Function Tablet","Compact design",8.84,650.51
"PR00418","Mini Smart Glasses","Sleek and modern",9.65,887.83
"PR00419","Gaming Tablet","High quality",14.58,254.92
"PR00420","Ultra Console","Sleek and modern",1.93,873.82
"PR00421","Advanced Monitor","Innovative technology",9.49,443.58
"PR00422","Noise-Cancelling Camera","Ergonomic",19.81,438.86
"PR00423","Rugged Power Bank","Innovative technology",17.69,674.5
"PR00424","High-Performance Action Cam","Innovative technology",13.95,144.38
"PR00425","Portable Mouse","Eco-friendly",15.29,215.16
"PR00426","Gaming Smart Glasses","Versatile use",1.8,623.73
"PR00427","Solar Desk Lamp","Ergonomic",17.87,874.39
"PR00428","Smart Console","Sleek and modern",6.01,551.34
"PR00429","HD Recorder","Innovative technology",6.27,513.99
"PR00430","AI-Powered Monitor","Versatile use",19.72,397.22
"PR00431","Compact Recorder","Eco-friendly",13.46,30.46
"PR00432","Retro Keyboard","Compact design",11.89,213.56
"PR00433","Vintage eReader","Ergonomic",2.46,649.32
"PR00434","Waterproof Earbuds","User-friendly",3.67,737.7
"PR00435","AI-Powered Camera","Versatile use",17.52,375.65
"PR00436","Advanced Earbuds","Compact design",0.51,281.46
"PR00437","Pro Keyboard","High quality",5.21,487.38
"PR00438","Multi-Function Nintendo","Innovative technology",19.3,160.32
"PR00439","High-Resolution Gaming Chair","High quality",13.21,624.58
"PR00440","Gaming Smartwatch","Sleek and modern",11.43,794.26
"PR00441","Waterproof Gaming Chair","Eco-friendly",18.28,468.21
"PR00442","Smart Nintendo","Durable",5.32,849.56
"PR00443","Touch Smartwatch","Innovative technology",1.39,673.42
"PR00444","High-Resolution Headphones","Compact design",5.34,346.98
"PR00445","Compact Earbuds","User-friendly",2.42,157.05
"PR00446","High-Performance Console","Ergonomic",17.59,36.06
"PR00447","AI-Powered Gaming Chair","Sleek and modern",18.84,323.61
"PR00448","Lite Monitor","Energy efficient",16.58,733.71
"PR00449","Lite Tablet","Innovative technology",18.33,144.53
"PR00450","Advanced VR Headset","Durable",12.38,289.22
"PR00451","Pro Recorder","Ergonomic",1.19,995.54
"PR00452","Sleek Mouse","Energy efficient",12.13,801.78
"PR00453","Premium Printer","Innovative technology",3.3,399
"PR00454","Ultra Tablet","Eco-friendly",16.42,192.74
"PR00455","Ultra Printer","Ergonomic",15.13,65.14
"PR00456","Ultra-Light Smartwatch","Sleek and modern",19.33,422.26
"PR00457","Smart Drone","Compact design",6.51,383
"PR00458","Budget Camera","Versatile use",7.2,230.7
"PR00459","SE Smartwatch","Versatile use",4.91,317.17
"PR00460","Retro Camera","Versatile use",12.73,383.59
